class	rust_ref	go_symbol	status	note
go-surface	-	ReasonCatalogBitmapInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonCatalogInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonCatalogNameInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonFileGeometryInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonIoError	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMembershipActiveFeedInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMembershipBitmapInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMembershipHashInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMembershipInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMembershipMissing	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMembershipRefcountInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMembershipReverseIndexInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMetaInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMetaStaticMismatch	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMetaUnavailable	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMetadataInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMetadataLengthInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonMetadataZlibInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonPageAlias	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonPageBornTxnInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonPageCrcMismatch	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonPageHeaderInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonPageOutOfBounds	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonPageReservedNonzero	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonPageTypeMismatch	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonRangeNotCoalesced	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonRangeOverlap	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonRangeReversed	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonRetirementListInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonRetirementOrderInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonRootCountInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonStructureHashInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonStructureInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonStructureMembershipInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonStructureMissing	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonStructurePayloadInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonStructureRefcountInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonStructureReverseIndexInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonTreeCycle	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonTreeFenceInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonTreeLevelInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonTreeOrderInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReclaimOutcome	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ReclaimOutcomeCommitted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ReclaimOutcomeNoChange	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryBudget	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryCandidateLabel	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryCandidateNewest	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryCandidatePrevious	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryCandidateUnorderedMeta0	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryCandidateUnorderedMeta1	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryInspectionImmutable	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryInspectionLive	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryInspectionMode	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryInspectionOffline	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryLogicalCounts	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryPageCounts	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryPreparationFailure	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryReport	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryResult	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryScratchAttempt	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoverySink	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoverySinkContinue	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoverySinkControl	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoverySinkFunc	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoverySinkStop	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RecoveryUnknownEnvelope	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ScratchOwnerKind	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ScratchOwnerRecovery	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ScratchOwnerValidation	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	SinkContinue	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	SinkFunc	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	SinkStop	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	SnapshotSourceImmutable	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	SnapshotSourceLive	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	StructureKindNetworkEnrichmentV1	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	StructureKindNone	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	UncoveredLeft	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	UncoveredRight	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidatedGeneration	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationAddressFence	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationBudget	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationFailure	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationFinding	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationMode	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationModeImmutableCurrent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationModeLiveCurrent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationModeOfflineCandidate	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationObject	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationObjectCount	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationReason	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationReasonCount	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationResult	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationSink	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValidationSinkControl	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValueKindDirect	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValueKindMembership	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ValueKindStructured	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WindowsHousekeepingCandidateEnvelope	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WindowsHousekeepingCandidateInertPayload	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WindowsHousekeepingCandidateKind	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WindowsHousekeepingEntry	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WindowsHousekeepingList	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WindowsHousekeepingPayloadIdentity	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WindowsHousekeepingRemoval	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WorkflowCreateFeed	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WorkflowDirectReplacement	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WorkflowFirstSeenRefresh	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WorkflowLastSeenRefresh	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WorkflowMembershipImport	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	WorkflowReplaceFeed	present	Go surface type/constant with no same-name Rust export (adapted shape)
